学科,技能名称,子分类,skills类型,简介,tool_chain_key,实现情况
生物医药,获取药物适应症信息,数据分析,脚本,通过ChEMBL ID检索药物的获批适应症详细信息。,,未实现
生物医药,获取药物非临床毒理学信息,数据分析,脚本,根据药物名称检索非临床毒理学信息,,未实现
生物医药,获取药物黑框警告信息,数据分析,脚本,检索特定药物的黑框警告和不良反应信息。,,未实现
生物医药,获取蛋白互作信息,数据分析,脚本,通过标识符获取特定相互作用体（蛋白或基因）的所有互作信息。使用EBI搜索API（IntAct数据库）确保可靠访问。返回包含互作ID（如'EBI-366083-EBI-366083'）的互作列表，这些ID可用于其他工具获取详细信息。,,未实现
生物医药,获取蛋白表位序列,数据分析,脚本,获取蛋白质的表位序列，返回B细胞和T细胞表位信息及抗原性预测，支持批量操作（传入一组UniProt编号或逗号分隔的字符串可并行查询多个蛋白质）。,,未实现
生物医药,获取蛋白质交叉引用,数据分析,脚本,从Proteins API获取蛋白质的交叉引用信息，包括与其他数据库（如Ensembl、PDB、Reactome、EMBL、RefSeq等）的链接。支持批量操作：可通过传递一个列表或以逗号分隔的字符串来并行检索多个蛋白质。注意：此工具从主蛋白质端点提取交叉引用信息（单独的xrefs端点不可用）。返回数据库交叉引用记录。,,未实现
生物医药,获取蛋白质基因组映射,数据分析,脚本,通过蛋白质API获取蛋白质的参考基因组映射。支持批量操作：传入一个列表或逗号分隔的字符串以并行检索多个蛋白质。该工具从主蛋白质端点提取基因组相关的交叉引用（Ensembl、RefSeq、EMBL、GenBank），其中可能包含基因组位置信息。注意：单独的基因组端点不可用，因此该工具从主蛋白质数据中提取基因组相关的交叉引用。使用UniProt或EBI搜索（domain='uniprot'）查找如'P05067'或'P04637'等编号。,,未实现
生物医药,获取蛋白质复合体信息,数据分析,脚本,通过复合体稳定ID获取蛋白质复合体的详细信息，返回包括亚基、细胞定位和相关信息的全面复合体数据，使用适用于所有实体类型的统一查询端点。,,未实现
生物医药,获取蛋白质复合物详情,数据分析,脚本,通过复合物AC（Complex Accession，如'CPX-915'）获取特定蛋白质复合物的详细信息。返回包括：复合物AC、名称、别名、系统名称、功能、特性、物种、配体、复合物组装、参与者（含相互作用分子详情）及相关疾病等完整信息。需先使用`intact_get_interactions_by_complex`搜索获取复合物AC。,,未实现
生物医药,获取蛋白质相关文献,数据分析,脚本,从Proteins API获取与蛋白质相关的文献。支持批量操作：传入一个accession列表或逗号分隔的字符串以并行检索多个蛋白质。返回与UniProt accession关联的文献引用，包括PubMed ID和引用详情。注意：该工具从主蛋白质端点提取文献（单独的文献端点不可用）。返回所有文献引用。,,未实现
生物医药,获取蛋白质组信息,数据分析,脚本,通过蛋白质组ID获取蛋白质组信息。返回全面的蛋白质组数据，包括分类学信息、组分、基因/蛋白质计数和注释评分。蛋白质组ID通常采用UP000005640（人类）、UP000000589（小鼠）等格式。可使用UniProt搜索功能配合蛋白质组筛选器查找特定生物的蛋白质组ID。,,未实现
生物医药,获取蛋白质组装摘要,数据分析,脚本,获取与PDB条目关联的蛋白质组装关键组成与对称性摘要,,未实现
生物医药,获取蛋白质结构域注释,数据分析,脚本,通过UniProt蛋白质ID从InterPro数据库获取蛋白质结构域注释。返回结构域家族、特征序列和功能注释信息。,,未实现
生物医药,获取蛋白质结构聚合物实体数量,数据分析,脚本,获取结构中不同聚合物实体（链）的数量,,未实现
生物医药,获取蛋白质翻译后修饰与加工位点,数据分析,脚本,从UniProtKB条目中提取所有翻译后修饰(PTM)和加工位点(特征类型包括MODIFIED RESIDUE、SIGNAL等),,未实现
生物医药,获取表位关联抗原,数据分析,脚本,根据表位structure_id获取关联抗原信息（IEDB查询API）。返回结果包含parent_source_antigen_iri（抗原标识符），可用于其他筛选/搜索。,,未实现
生物医药,获取表位相关文献,数据分析,脚本,根据表位结构ID（structure_id）获取关联的文献引用（使用IEDB查询API）。返回结果包含reference_id字段，可通过iedb_search_references工具进一步获取文献标题和PubMed ID。,,未实现
生物医药,获取转录因子结合位点矩阵,数据分析,脚本,从JASPAR数据库中列出转录因子结合位点矩阵（PFMs/PWMs元数据）。用于浏览矩阵并获取`matrix_id`值，供下游工具（如`jaspar_get_matrix`）使用。,,未实现
生物医药,获取转录本信息,数据分析,脚本,通过Ensembl转录本ID（如ENST...）从gnomAD获取基本转录本元数据，响应包含关联的基因对象（基因ID+符号），可使用gnomad_get_gene查找基因的canonical_transcript_id。,,未实现
生物医药,获取通路反应信息,数据分析,脚本,通过通路稳定ID查询通路包含的所有反应及子通路，返回通路中的事件列表（反应和子通路），包括其元数据和关联关系。,,未实现
生物医药,获取通路层级关系,数据分析,脚本,获取指定通路的层级关系（父通路），返回父通路列表。,,未实现
生物医药,获取通路详细信息,数据分析,脚本,通过通路稳定ID获取特定通路的详细信息。返回包括元数据、区室、文献引用、同源事件及相关通路在内的全面通路数据。使用适用于所有实体类型的统一查询端点。,,未实现
生物医药,获取遗传病详细信息,数据分析,脚本,根据遗传病名称从MedlinePlus Genetics获取详细信息，支持JSON或XML格式返回。,,未实现
生物医药,获取酶分类编号,数据分析,脚本,根据实体ID检索酶分类委员会(EC)编号,,未实现
生物医药,获取靶点化学探针,数据分析,脚本,通过靶点的Ensembl ID检索其关联的化学探针,,未实现
生物医药,获取靶点同源基因,数据分析,脚本,通过Ensembl ID获取特定靶点的同源基因,,未实现
生物医药,获取靶点基因组位置,数据分析,脚本,检索特定靶点的基因组位置数据，包括染色体、起始位点、终止位点和链信息。,,未实现
生物医药,获取靶点安全特征,数据分析,脚本,检索特定靶点Ensembl ID的已知安全风险特征,,未实现
生物医药,获取靶点生物活性数据,数据分析,脚本,通过ChEMBL靶点ID获取该靶点的所有生物活性数据，返回针对该靶点测试的分子生物活性测量值（如IC50、Ki等）。如需查找靶点ID，请使用靶点名称或基因符号通过ChEMBL靶点搜索工具查询。,,未实现
生物医药,获取靶点相关实验,数据分析,脚本,通过ChEMBL靶点ID获取与该靶点相关的所有实验。如需查找靶点ID，可使用ChEMBL_search_targets工具输入靶点名称或基因符号进行查询。,,未实现
生物医药,获取靶点详细信息,数据分析,脚本,通过ChEMBL靶点ID获取靶点（蛋白质、基因等）的详细信息。如需查找靶点ID，请使用靶点名称或基因符号通过ChEMBL_search_targets工具查询。,,未实现
生物医药,获取靶点赋能包信息,数据分析,脚本,检索与特定靶点Ensembl ID关联的靶点赋能包(TEP)信息,,未实现
生物医药,获取靶点辅因子信息,数据分析,脚本,检索给定靶点的关键辅因子信息，包括辅因子ID、作用机制、文献引用和资源元数据。,,未实现
生物医药,获取靶点遗传约束信息,数据分析,脚本,通过Ensembl ID检索特定靶点的遗传约束信息，包括期望值、观测值及相关评分。,,未实现
生物医药,获取靶点配体相互作用,数据分析,脚本,通过GtoPdb靶点ID获取特定靶点的所有配体相互作用数据。返回包括亲和力测量值、作用类型、内源性配体和效力排序等详细信息。可用于查找靶点的所有已知配体、比较结合亲和力或识别最有效的激动剂/拮抗剂。,,未实现
生物医药,蛋白质三维结构可视化,数据分析,脚本,使用py3Dmol展示蛋白质三维结构。支持PDB ID、PDB文件内容及多种可视化样式（包括卡通、表面和棍棒模型）。,,未实现
生物医药,蛋白质信息查询,数据分析,脚本,通过UniProt编号从Proteins API获取全面的蛋白质信息，返回蛋白质注释、序列、特征和交叉引用。支持批量操作，传入编号列表或逗号分隔的字符串可并行获取多个蛋白质数据。,,未实现
生物医药,蛋白质序列比对,数据分析,脚本,使用NCBI BLAST的blastp算法在蛋白质数据库中搜索相似序列,,已实现
生物医药,蛋白质检索,数据分析,脚本,在蛋白质API中检索蛋白质。返回与查询匹配的搜索结果。注意：蛋白质API搜索端点可能存在限制。如需可靠的蛋白质检索，建议改用ebi_search_domain工具并设置domain='uniprot'。本工具尝试通过名称或编号进行搜索，但可能不适用于所有查询类型。,,未实现
生物医药,蛋白质组学数据检索,数据分析,脚本,检索PRIDE数据库中的蛋白质组学实验与质谱数据集。返回项目元数据，包括登录号(PXD...)、物种、组织类型、仪器、发表日期及文件数量。可用于发现蛋白质表达数据、翻译后修饰研究及可下载的原始文件进行再分析。,,未实现
生物医药,蛋白质组学数据获取,数据分析,脚本,获取蛋白质组学数据，包括质谱证据、翻译后修饰位点和表达数据。支持批量操作：传入一个蛋白质编号列表或以逗号分隔的字符串可并行检索多个蛋白质。注：本工具从主蛋白质接口提取组学相关数据（单独的组学接口不可用）。返回结果包含翻译后修饰注释、修饰残基及相关特征信息。,,未实现
生物医药,蛋白质结构域检索,数据分析,脚本,在InterPro数据库中通过名称或编号搜索蛋白质结构域和家族，返回匹配的结构域条目及其元数据。,,未实现
生物医药,蛋白质结构渲染工具,数据可视化,脚本,支持从PDB格式导入并可视化蛋白质三维结构。,,未实现
生物医药,蛋白质资料提取工具,信息检索,脚本,基于蛋白质ID快速获取其功能注释、亚细胞定位、组织表达及疾病关联信息。（磐石：支持对话调用）,,未实现
生物医药,解析STITCH标识符,数据分析,脚本,将化学物质或蛋白质名称解析为STITCH数据库标识符，用于将常用名称映射到数据库ID,stitch,未实现
生物医药,跨域交叉引用检索,数据分析,脚本,搜索EBI数据库间的交叉引用关系，查找一个域中引用另一个域条目的记录（例如，查找被Ensembl基因引用的UniProt条目）。,,未实现
生物医药,过量信息检索药物名称,数据分析,脚本,根据急性过量的体征、症状和实验室检查结果信息检索药物名称,,未实现
生物医药,通过ChEMBL实验ID获取实验数据,数据分析,脚本,通过ChEMBL实验ID获取实验的详细信息。如需查找实验ID，请使用ChEMBL搜索实验或ChEMBL获取靶点相关实验。,chemblId,未实现
生物医药,通过Ensembl ID获取HPA基因TSV数据,数据分析,脚本,通过Ensembl基因ID从人类蛋白质图谱(HPA)获取详细的基因TSV格式数据(向后兼容工具),ensemblIdHpaTsv,未实现
生物医药,通过Ensembl ID获取基因基础信息,数据分析,脚本,使用Ensembl基因ID从人类蛋白质图谱数据库获取基因基础信息和表达数据。增强版现已采用高效的JSON API。,ensemblId,未实现
生物医药,通过Ensembl ID获取基因详细信息,数据分析,脚本,通过Ensembl基因ID获取基因页面的详细深度信息，包括图像URL、抗体数据、蛋白质表达和综合信息。这是检索所有图像（组织免疫组化、亚细胞免疫荧光）的核心工具。,ensemblId,未实现
生物医药,通过GO ID查询基因本体术语,数据分析,脚本,根据GO ID列表检索对应的基因本体术语,goId,未实现
生物医药,通过HPO ID列表检索关联疾病,数据分析,脚本,通过HPO ID列表检索与一组表型或症状相关联的疾病,hpoId,未实现
生物医药,通过PDB ID查询宿主生物,数据分析,脚本,获取PDB条目中用于蛋白质表达的宿主生物信息,pdbId,未实现
生物医药,通过PDB ID获取EMDB ID,数据分析,脚本,检索与PDB条目关联的电子显微镜数据库(EMDB)标识符,pdbIdEmdbId,未实现
生物医药,通过PDB ID获取分类信息,数据分析,脚本,获取与PDB条目关联的生物体的学名和分类信息。,pdbId,未实现
生物医药,通过PDB ID获取序列,数据分析,脚本,根据给定的PDB结构ID检索聚合物实体（蛋白质或核酸）的氨基酸或核苷酸序列,pdbId,未实现
生物医药,通过PDB ID获取文献信息,数据分析,脚本,根据给定的PDB结构ID检索其文献信息（作者、期刊、年份）。,pdbId,未实现
生物医药,通过PDB ID获取晶体学性质,数据分析,脚本,根据PDB ID检索晶体学性质，包括晶胞尺寸和空间群等信息。,pdbId,未实现
生物医药,通过PDB ID获取来源生物体,数据分析,脚本,根据给定的PDB结构ID检索来源生物体的学名,pdbId,未实现
生物医药,通过PDB ID获取突变注释,数据分析,脚本,根据给定的PDB结构检索突变注释信息。,pdbId,未实现
生物医药,通过PDB ID获取结合亲和力常数,数据分析,脚本,检索与PDB条目中配体相关的结合亲和力常数（Kd、Ki、IC50）,pdbId,未实现
生物医药,通过PDB ID获取蛋白质分类,数据分析,脚本,获取蛋白质结构的分类信息（如转移酶、氧化还原酶等）。,pdbId,未实现
生物医药,通过PDB ID获取蛋白质结构元数据,数据分析,脚本,获取蛋白质结构的基本元数据，包括结构标题、实验方法、分辨率和初始发布日期。,pdbId,未实现
生物医药,通过SPL ID获取药物名称,数据分析,脚本,根据FDA申请号、NUI唯一标识符、药物结构化产品标签(SPL)特定版本的文档ID或跨标签版本的SPL集合ID，检索药物名称,splId,未实现
生物医药,通过rsID查询GWAS SNP,数据分析,脚本,通过dbSNP rs标识符获取特定的GWAS SNP。,rsidGwasSnp,未实现
生物医药,通过rsID查询变异信息,数据分析,脚本,通过dbSNP数据库中的rsID获取变异信息，返回基因组坐标、等位基因及基本变异信息。,rsid,未实现
生物医药,通过复合物查询蛋白互作,数据分析,脚本,使用IntAct数据库的复合物网络服务搜索蛋白复合物。接受复合物名称（如'TP53'、'ndc80'）、复合物AC编号（如'CPX-915'）或基因名称。返回包含复合物AC编号、名称、描述、生物体和相互作用蛋白的信息。注意：此工具搜索复合物而非直接相互作用。要查找涉及复合物的相互作用，请使用复合物名称或AC编号配合`intact_search_interactions`工具。,,未实现
生物医药,通过实体ID获取UniProt登录号,数据分析,脚本,获取与特定聚合物实体相关联的UniProt登录号,idUniprot,未实现
生物医药,通过疾病名称查询EFO ID,数据分析,脚本,遗留工具，用于通过EMBL-EBI OLS搜索从疾病名称查找EFO术语ID。如需更丰富的本体数据（IRI、同义词、子项），请使用efo_tools.json中的新版ols_*工具。,efoId,未实现
生物医药,通过药品名称查询制造商与NDC编码,数据分析,脚本,根据药品名称检索其活性成分、FDA申请号、制造商名称、国家药品编码(NDC)及给药途径等详细信息。,ndc,未实现
生物医药,通过药物ChEMBL ID获取关联靶点,数据分析,脚本,根据药物的作用机制，检索与其ChEMBL ID关联的靶点列表。,chemblId,未实现
生物医药,靶点-疾病关联证据查询,数据分析,脚本,探索支持特定靶点-疾病关联的证据。输入为疾病EFO ID和靶点Ensembl ID。,,未实现
生物医药,靶点可成药性评估工具,数据分析,脚本,检索特定靶点Ensembl ID的可成药性评估，包括治疗方式和评估值。,,未实现
